DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB090,DB090_F,DB100,DB100_F
2017,ES,3,ES21,1,2,2,677.12603,1,3,1
2017,ES,4,ES21,1,2,2,972.51975,1,3,1
2017,ES,10,ES21,1,2,2,1671.23635,1,3,1
2017,ES,13,ES21,1,3,2,1265.14358,1,2,1
2017,ES,14,ES21,1,3,2,667.13706,1,2,1
2017,ES,15,ES21,1,3,2,851.40446,1,2,1
2017,ES,17,ES21,1,3,2,1375.02005,1,2,1
2017,ES,19,ES21,1,3,2,1564.60858,1,2,1
2017,ES,20,ES21,1,3,2,812.28291,1,2,1
2017,ES,22,ES21,1,3,2,4865.69140,1,2,1
2017,ES,23,ES21,1,3,2,1741.01911,1,2,1
2017,ES,26,ES21,1,10,2,1741.56454,1,1,1
2017,ES,27,ES21,1,10,2,834.40702,1,1,1
2017,ES,29,ES21,1,10,2,1551.02734,1,1,1
2017,ES,30,ES21,1,10,2,770.83115,1,1,1
2017,ES,31,ES21,1,10,2,1036.80421,1,1,1
2017,ES,32,ES21,1,10,2,785.97485,1,1,1
2017,ES,33,ES21,1,10,2,328.05973,1,1,1
2017,ES,34,ES21,1,10,2,440.77301,1,1,1
2017,ES,35,ES21,1,10,2,821.50445,1,1,1
2017,ES,36,ES21,1,10,2,3402.30910,1,1,1
2017,ES,39,ES21,1,11,2,591.23556,1,1,1
2017,ES,40,ES21,1,11,2,964.78184,1,1,1
2017,ES,41,ES21,1,11,2,567.98455,1,1,1
2017,ES,42,ES21,1,11,2,290.33884,1,1,1
2017,ES,45,ES21,1,11,2,751.42504,1,1,1
2017,ES,49,ES21,1,12,2,696.22520,1,1,1
2017,ES,50,ES21,1,12,2,466.68098,1,1,1
2017,ES,53,ES21,1,12,2,751.42504,1,1,1
2017,ES,54,ES21,1,12,2,1305.69352,1,1,1
2017,ES,58,ES21,1,12,2,592.81997,1,1,1
2017,ES,61,ES21,1,16,2,440.77301,1,1,1
2017,ES,62,ES21,1,16,2,1060.63122,1,1,1
2017,ES,63,ES21,1,16,2,1198.25749,1,1,1
2017,ES,64,ES21,1,16,2,1094.04431,1,1,1
2017,ES,65,ES21,1,16,2,526.35337,1,1,1
2017,ES,66,ES21,1,16,2,716.43783,1,1,1
2017,ES,68,ES21,1,16,2,1036.80421,1,1,1
2017,ES,69,ES21,1,16,2,1041.81312,1,1,1
2017,ES,70,ES21,1,16,2,1369.19550,1,1,1
2017,ES,71,ES21,1,16,2,709.60551,1,1,1
2017,ES,72,ES21,1,16,2,419.72096,1,1,1
2017,ES,73,ES42,1,17,2,1540.00277,1,1,1
2017,ES,76,ES42,1,17,2,1956.93763,1,1,1
2017,ES,77,ES42,1,17,2,1032.77420,1,1,1
2017,ES,78,ES42,1,17,2,608.72542,1,1,1
2017,ES,79,ES42,1,17,2,551.52090,1,1,1
2017,ES,80,ES42,1,17,2,454.68696,1,1,1
2017,ES,81,ES42,1,17,2,888.27661,1,1,1
2017,ES,82,ES42,1,17,2,976.07877,1,1,1
2017,ES,84,ES42,1,17,2,992.36128,1,1,1
2017,ES,85,ES42,1,19,2,749.15410,1,1,1
2017,ES,86,ES42,1,19,2,1413.13808,1,1,1
2017,ES,90,ES42,1,19,2,1113.10310,1,1,1
2017,ES,94,ES42,1,19,2,807.75996,1,1,1
2017,ES,95,ES42,1,19,2,2980.48602,1,1,1
2017,ES,97,ES42,1,22,2,1549.43080,1,1,1
2017,ES,98,ES42,1,22,2,887.64239,1,1,1
2017,ES,99,ES42,1,22,2,546.08221,1,1,1
2017,ES,102,ES42,1,22,2,2631.33442,1,1,1
2017,ES,103,ES42,1,22,2,917.96246,1,1,1
2017,ES,104,ES42,1,22,2,711.91322,1,1,1
2017,ES,107,ES42,1,22,2,717.46887,1,1,1
2017,ES,109,ES42,1,24,2,1104.80189,1,1,1
2017,ES,110,ES42,1,24,2,738.94911,1,1,1
2017,ES,111,ES42,1,24,2,1520.26158,1,1,1
2017,ES,115,ES42,1,24,2,915.41884,1,1,1
2017,ES,118,ES42,1,24,2,1459.97606,1,1,1
2017,ES,119,ES42,1,24,2,802.23840,1,1,1
2017,ES,120,ES42,1,24,2,608.72542,1,1,1
2017,ES,121,ES42,1,28,2,1195.27334,1,3,1
2017,ES,122,ES42,1,28,2,1459.90480,1,3,1
2017,ES,124,ES42,1,28,2,1144.82601,1,3,1
2017,ES,127,ES42,1,28,2,973.58180,1,3,1
2017,ES,129,ES42,1,28,2,1396.68048,1,3,1
2017,ES,130,ES42,1,28,2,1205.36231,1,3,1
2017,ES,131,ES42,1,28,2,1016.57761,1,3,1
2017,ES,133,ES42,1,32,2,1294.63533,1,3,1
2017,ES,134,ES42,1,32,2,807.62424,1,3,1
2017,ES,135,ES42,1,32,2,1656.47855,1,3,1
2017,ES,136,ES42,1,32,2,1205.36231,1,3,1
2017,ES,137,ES42,1,32,2,1263.96254,1,3,1
2017,ES,138,ES42,1,32,2,1401.44083,1,3,1
2017,ES,139,ES42,1,32,2,1557.04039,1,3,1
2017,ES,140,ES42,1,32,2,1557.97286,1,3,1
2017,ES,142,ES42,1,32,2,994.89062,1,3,1
2017,ES,145,ES52,1,38,2,776.34292,1,3,1
2017,ES,146,ES52,1,38,2,2018.38089,1,3,1
2017,ES,148,ES52,1,38,2,1315.53209,1,3,1
2017,ES,149,ES52,1,38,2,2076.72267,1,3,1
2017,ES,154,ES52,1,38,2,1799.42491,1,3,1
2017,ES,157,ES52,1,42,2,2283.30638,1,1,1
2017,ES,159,ES52,1,42,2,875.00144,1,1,1
2017,ES,160,ES52,1,42,2,1575.08480,1,1,1
2017,ES,163,ES52,1,42,2,2682.46166,1,1,1
2017,ES,165,ES52,1,42,2,2808.95417,1,1,1
2017,ES,166,ES52,1,42,2,2946.07162,1,1,1
2017,ES,168,ES52,1,42,2,2767.75761,1,1,1
2017,ES,169,ES52,1,43,2,1433.47477,1,1,1
2017,ES,170,ES52,1,43,2,1971.13910,1,1,1
2017,ES,175,ES52,1,43,2,3271.11529,1,1,1
2017,ES,177,ES52,1,43,2,2595.40208,1,1,1
2017,ES,179,ES52,1,43,2,966.11551,1,1,1
2017,ES,181,ES52,1,47,2,2777.66653,1,1,1
2017,ES,183,ES52,1,47,2,1348.82457,1,1,1
2017,ES,185,ES52,1,47,2,1031.52523,1,1,1
2017,ES,187,ES52,1,47,2,1718.32504,1,1,1
2017,ES,188,ES52,1,47,2,1433.47477,1,1,1
2017,ES,191,ES52,1,47,2,1433.47477,1,1,1
2017,ES,205,ES52,1,58,2,1557.61912,1,2,1
2017,ES,208,ES52,1,58,2,702.09779,1,2,1
2017,ES,209,ES52,1,58,2,700.69467,1,2,1
2017,ES,210,ES52,1,58,2,1874.91386,1,2,1
2017,ES,212,ES52,1,58,2,1581.54289,1,2,1
2017,ES,213,ES52,1,58,2,1001.93108,1,2,1
2017,ES,215,ES52,1,58,2,1557.61912,1,2,1
2017,ES,216,ES52,1,58,2,1001.93108,1,2,1
2017,ES,219,ES52,1,68,2,1419.18139,1,1,1
2017,ES,220,ES52,1,68,2,2457.54413,1,1,1
2017,ES,222,ES52,1,68,2,1401.47187,1,1,1
2017,ES,223,ES52,1,68,2,2873.22034,1,1,1
2017,ES,225,ES52,1,68,2,1731.21905,1,1,1
2017,ES,226,ES52,1,68,2,2237.53013,1,1,1
2017,ES,229,ES52,1,70,2,2452.47074,1,1,1
2017,ES,230,ES52,1,70,2,3239.81303,1,1,1
2017,ES,232,ES52,1,70,2,2019.62039,1,1,1
2017,ES,233,ES52,1,70,2,1677.77085,1,1,1
2017,ES,234,ES52,1,70,2,2511.09473,1,1,1
2017,ES,236,ES52,1,70,2,3344.39508,1,1,1
2017,ES,242,ES52,1,74,2,2443.14368,1,1,1
2017,ES,243,ES52,1,74,2,3009.23604,1,1,1
2017,ES,244,ES52,1,74,2,3301.63686,1,1,1
2017,ES,246,ES52,1,74,2,2444.33314,1,1,1
2017,ES,247,ES52,1,74,2,2443.14368,1,1,1
2017,ES,248,ES52,1,74,2,4286.24841,1,1,1
2017,ES,249,ES52,1,74,2,5011.50138,1,1,1
2017,ES,250,ES52,1,74,2,3061.04338,1,1,1
2017,ES,251,ES52,1,74,2,2343.18330,1,1,1
2017,ES,252,ES52,1,74,2,3459.78099,1,1,1
2017,ES,253,ES52,1,80,2,1627.58509,1,2,1
2017,ES,258,ES52,1,80,2,2535.62418,1,2,1
2017,ES,265,ES52,1,82,2,2842.12995,1,3,1
2017,ES,267,ES52,1,82,2,10782.75426,1,3,1
2017,ES,268,ES52,1,82,2,5858.72115,1,3,1
2017,ES,275,ES52,1,82,2,5432.57723,1,3,1
2017,ES,276,ES52,1,82,2,5833.02162,1,3,1
2017,ES,277,ES52,1,84,2,886.36454,1,3,1
2017,ES,278,ES52,1,84,2,893.50802,1,3,1
2017,ES,279,ES52,1,84,2,1136.72048,1,3,1
2017,ES,280,ES52,1,84,2,1112.08079,1,3,1
2017,ES,282,ES52,1,84,2,684.43672,1,3,1
2017,ES,284,ES52,1,84,2,992.90218,1,3,1
2017,ES,286,ES52,1,84,2,785.30207,1,3,1
2017,ES,289,ES52,1,86,2,1149.14277,1,3,1
2017,ES,292,ES52,1,86,2,3074.03270,1,3,1
2017,ES,304,ES52,1,88,2,2024.94958,1,2,1
2017,ES,305,ES52,1,88,2,2536.11619,1,2,1
2017,ES,306,ES52,1,88,2,3704.12204,1,2,1
2017,ES,308,ES52,1,88,2,2452.61393,1,2,1
2017,ES,310,ES52,1,88,2,2707.97159,1,2,1
2017,ES,321,ES52,1,90,2,886.36454,1,2,1
2017,ES,322,ES52,1,90,2,1858.03918,1,2,1
2017,ES,326,ES52,1,94,2,3090.71750,1,3,1
2017,ES,327,ES52,1,94,2,2376.49947,1,3,1
2017,ES,329,ES52,1,94,2,3709.81992,1,3,1
2017,ES,330,ES52,1,94,2,1634.15131,1,3,1
2017,ES,333,ES52,1,94,2,2254.49802,1,3,1
2017,ES,334,ES52,1,94,2,3200.96410,1,3,1
