RB010,RB020,RB030,RB050,RB050_F,RB070,RB070_F,RB080,RB080_F,RB090,RB090_F,RB200,RB200_F,RB210,RB210_F,RB220,RB220_F,RB230,RB230_F,RB240,RB240_F,RL010,RL010_F,RL020,RL020_F,RL030,RL030_F,RL040,RL040_F,RL050,RL050_F,RL060,RL060_F,RL070,RL070_F,vrLOWJOB,vrEU2020
2005,ES,201,1313.88647,1,1,1,1941,1,2,1,1,1,4,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,1
2005,ES,301,1383.72021,1,4,1,1964,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,302,1383.72021,1,7,1,1992,1,1,1,1,1,4,1, ,-2,301,1, ,-2, ,-2,40,1,0,1,0,1,5,1,0,1,1336.87413,1,0,0
2005,ES,401,441.84208,1,5,1,1944,1,1,1,1,1,3,1, ,-2, ,-2,402,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,402,441.84208,1,8,1,1945,1,2,1,1,1,3,1, ,-2, ,-2,401,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2005,ES,501,3220.99538,1,10,1,1925,1,1,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,1
2005,ES,601,890.73383,1,12,1,1968,1,2,1,1,1,1,1, ,-2, ,-2,602,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,602,890.73383,1,1,1,1973,1,1,1,1,1,1,1, ,-2, ,-2,601,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,701,882.24203,1,2,1,1972,1,1,1,1,1,1,1, ,-2, ,-2,702,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,702,882.24203,1,10,1,1975,1,2,1,1,1,1,1, ,-2, ,-2,701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,801,533.43384,1,4,1,1940,1,1,1,1,1,3,1, ,-2, ,-2,802,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9, 
2005,ES,802,533.43384,1,1,1,1945,1,2,1,1,1,4,1, ,-2, ,-2,801,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1, 
2005,ES,803,533.43384,1,1,1,1978,1,2,1,1,1,1,1,801,1,802,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1, 
2005,ES,1001,715.26190,1,12,1,1969,1,1,1,1,1,1,1, ,-2, ,-2,1002,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1002,715.26190,1,10,1,1970,1,2,1,1,1,1,1, ,-2, ,-2,1001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1003,715.26190,1,10,1,1999,1,1,1,1,1,4,1,1001,1,1002,1, ,-2,40,1, ,-2,0,1,0,1,0,1,10,1,723.98119,1,0,0
2005,ES,1004,715.26190,1,9,1,2001,1,2,1,1,1,4,1,1001,1,1002,1, ,-2,20,1, ,-2,0,1,0,1,0,1,10,1,812.91719,1,0,0
2005,ES,1101,1169.53378,1,11,1,1932,1,1,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1102,1169.53378,1,7,1,1966,1,2,1,1,1,1,1, ,-2, ,-2,1103,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1103,1169.53378,1,12,1,1964,1,1,1,2,1,1,1,1101,1, ,-2,1102,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1104,1169.53378,1,8,1,1991,1,1,1,1,1,4,1,1103,1,1102,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1105,1169.53378,1,1,1,1993,1,1,1,1,1,4,1,1103,1,1102,1, ,-2, ,-2,43,1,0,1,0,1,0,1,0,1,1184.48357,1,0,0
2005,ES,1106,1169.53378,1,12,1,1985,1,1,1,1,1,1,1,1103,1,1102,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1201,626.56333,1,4,1,1934,1,1,1,2,1,3,1, ,-2, ,-2,1202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1202,626.56333,1,6,1,1939,1,2,1,2,1,4,1, ,-2, ,-2,1201,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1203,626.56333,1,7,1,1978,1,1,1,1,1,1,1,1201,1,1202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1204,626.56333,1,6,1,1986,1,2,1,1,1,4,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1301,1736.49957,1,9,1,1924,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1501,929.36694,1,8,1,1942,1,2,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1502,929.36694,1,12,1,1926,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1601,867.90102,1,12,1,1952,1,1,1,1,1,1,1, ,-2, ,-2,1602,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1602,867.90102,1,4,1,1956,1,2,1,1,1,4,1, ,-2, ,-2,1601,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1603,867.90102,1,10,1,1978,1,2,1,1,1,1,1,1601,1,1602,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1604,867.90102,1,6,1,1994,1,2,1,1,1,4,1,1601,1,1602,1, ,-2, ,-2,20,1,6,1,0,1,0,1,0,1,836.90649,1,0,0
2005,ES,1701,661.86493,1,2,1,1948,1,1,1,1,1,1,1, ,-2, ,-2,1702,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1702,661.86493,1,10,1,1954,1,2,1,1,1,1,1, ,-2, ,-2,1701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1703,661.86493,1,8,1,1976,1,1,1,1,1,1,1,1701,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1704,661.86493,1,7,1,1989,1,2,1,1,1,4,1,1701,1,1702,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1705,661.86493,1,7,1,1983,1,1,1,1,1,4,1,1701,1,1702,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0
2005,ES,1801,1210.11043,1,3,1,1933,1,1,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1802,1210.11043,1,9,1,1932,1,2,1,1,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1901,640.89803,1,11,1,1936,1,1,1,1,1,3,1, ,-2, ,-2,1902,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1902,640.89803,1,6,1,1940,1,2,1,1,1,4,1, ,-2, ,-2,1901,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,1903,640.89803,1,6,1,1975,1,1,1,1,1,2,1,1901,1,1902,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1
2005,ES,2001,1453.01492,1,12,1,1933,1,1,1,1,1,3,1, ,-2, ,-2,2002,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,2002,1453.01492,1,11,1,1935,1,2,1,1,1,4,1, ,-2, ,-2,2001,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,2101,1063.54860,1,12,1,1932,1,2,1,1,1,3,1, ,-2, ,-2,2102,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,2102,1063.54860,1,11,1,1927,1,1,1,1,1,3,1, ,-2, ,-2,2101,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,2201,1453.01492,1,10,1,1934,1,1,1,1,1,3,1, ,-2, ,-2,2202,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
2005,ES,2202,1453.01492,1,2,1,1934,1,2,1,1,1,4,1, ,-2, ,-2,2201,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0
