DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB090,DB090_F,DB100,DB100_F
2005,ES,2,ES21,1, ,-2,1313.88647,1,3,1
2005,ES,3,ES21,1, ,-2,1383.72021,1,3,1
2005,ES,4,ES21,1, ,-2,441.84208,1,3,1
2005,ES,5,ES21,1, ,-2,3220.99538,1,3,1
2005,ES,6,ES21,1, ,-2,890.73383,1,3,1
2005,ES,7,ES21,1, ,-2,882.24203,1,3,1
2005,ES,8,ES21,1, ,-2,533.43384,1,3,1
2005,ES,10,ES21,1, ,-2,715.26190,1,3,1
2005,ES,11,ES21,1, ,-2,1169.53378,1,3,1
2005,ES,12,ES21,1, ,-2,626.56333,1,3,1
2005,ES,13,ES21,1, ,-2,1736.49957,1,1,1
2005,ES,15,ES21,1, ,-2,929.36694,1,1,1
2005,ES,16,ES21,1, ,-2,867.90102,1,1,1
2005,ES,17,ES21,1, ,-2,661.86493,1,1,1
2005,ES,18,ES21,1, ,-2,1210.11043,1,1,1
2005,ES,19,ES21,1, ,-2,640.89803,1,1,1
2005,ES,20,ES21,1, ,-2,1453.01492,1,1,1
2005,ES,21,ES21,1, ,-2,1063.54860,1,1,1
2005,ES,22,ES21,1, ,-2,1453.01492,1,1,1
2005,ES,23,ES21,1, ,-2,881.68075,1,1,1
2005,ES,27,ES21,1, ,-2,485.01075,1,1,1
2005,ES,28,ES21,1, ,-2,268.13273,1,1,1
2005,ES,29,ES21,1, ,-2,3442.24024,1,1,1
2005,ES,30,ES21,1, ,-2,1800.94027,1,1,1
2005,ES,31,ES21,1, ,-2,427.24599,1,1,1
2005,ES,33,ES21,1, ,-2,1109.34522,1,1,1
2005,ES,34,ES21,1, ,-2,1447.53770,1,1,1
2005,ES,35,ES21,1, ,-2,1468.11362,1,1,1
2005,ES,36,ES21,1, ,-2,853.31400,1,1,1
2005,ES,37,ES21,1, ,-2,1836.84095,1,1,1
2005,ES,39,ES21,1, ,-2,724.88527,1,1,1
2005,ES,40,ES21,1, ,-2,1402.12935,1,1,1
2005,ES,41,ES21,1, ,-2,1301.65160,1,1,1
2005,ES,42,ES21,1, ,-2,1257.69975,1,1,1
2005,ES,43,ES21,1, ,-2,2343.75401,1,1,1
2005,ES,44,ES21,1, ,-2,1080.66195,1,1,1
2005,ES,45,ES21,1, ,-2,871.63681,1,1,1
2005,ES,46,ES21,1, ,-2,378.12437,1,1,1
2005,ES,47,ES21,1, ,-2,1450.29535,1,1,1
2005,ES,48,ES21,1, ,-2,502.85281,1,1,1
2005,ES,49,ES21,1, ,-2,2109.23157,1,1,1
2005,ES,50,ES21,1, ,-2,480.30660,1,1,1
2005,ES,51,ES21,1, ,-2,1862.05897,1,1,1
2005,ES,53,ES21,1, ,-2,262.59005,1,1,1
2005,ES,54,ES21,1, ,-2,1334.70742,1,1,1
2005,ES,55,ES21,1, ,-2,1337.07172,1,1,1
2005,ES,56,ES21,1, ,-2,1498.88306,1,1,1
2005,ES,57,ES21,1, ,-2,848.56521,1,1,1
2005,ES,58,ES21,1, ,-2,930.47593,1,1,1
2005,ES,59,ES21,1, ,-2,3442.24024,1,1,1
2005,ES,60,ES21,1, ,-2,785.56715,1,1,1
2005,ES,61,ES21,1, ,-2,1188.12790,1,1,1
2005,ES,62,ES21,1, ,-2,1188.12790,1,1,1
2005,ES,63,ES21,1, ,-2,2230.51464,1,1,1
