DB010,DB020,DB030,DB040,DB040_F,DB060,DB060_F,DB090,DB090_F,DB100,DB100_F
2006,ES,1,ES21,1, ,-2,1166.27629,1,3,1
2006,ES,2,ES21,1, ,-2,1509.05392,1,3,1
2006,ES,3,ES21,1, ,-2,466.38496,1,3,1
2006,ES,4,ES21,1, ,-2,1499.60139,1,3,1
2006,ES,5,ES21,1, ,-2,2424.36577,1,1,1
2006,ES,6,ES21,1, ,-2,839.45414,1,1,1
2006,ES,7,ES21,1, ,-2,1344.16267,1,1,1
2006,ES,8,ES21,1, ,-2,738.18963,1,1,1
2006,ES,12,ES21,1, ,-2,1065.34792,1,1,1
2006,ES,14,ES21,1, ,-2,683.91475,1,1,1
2006,ES,18,ES21,1, ,-2,1892.55547,1,1,1
2006,ES,20,ES21,1, ,-2,968.80416,1,1,1
2006,ES,21,ES21,1, ,-2,1883.63418,1,1,1
2006,ES,22,ES21,1, ,-2,1079.43627,1,1,1
2006,ES,23,ES21,1, ,-2,2130.13047,1,1,1
2006,ES,24,ES21,1, ,-2,1479.47925,1,1,1
2006,ES,26,ES21,1, ,-2,2541.47116,1,1,1
2006,ES,27,ES21,1, ,-2,1148.87956,1,1,1
2006,ES,28,ES21,1, ,-2,973.88050,1,1,1
2006,ES,29,ES21,1, ,-2,533.84967,1,1,1
2006,ES,30,ES21,1, ,-2,2027.13969,1,1,1
2006,ES,31,ES21,1, ,-2,1016.00944,1,1,1
2006,ES,34,ES41,1, ,-2,2764.17970,1,3,1
2006,ES,35,ES41,1, ,-2,2064.40257,1,3,1
2006,ES,38,ES21,1, ,-2,1653.51275,1,1,1
2006,ES,39,ES21,1, ,-2,1780.85772,1,1,1
2006,ES,41,ES42,1, ,-2,1049.28381,1,2,1
2006,ES,42,ES42,1, ,-2,1637.22564,1,2,1
2006,ES,43,ES42,1, ,-2,857.20895,1,2,1
2006,ES,44,ES42,1, ,-2,798.98588,1,2,1
2006,ES,45,ES42,1, ,-2,1122.06490,1,2,1
2006,ES,46,ES42,1, ,-2,1405.05409,1,2,1
2006,ES,48,ES42,1, ,-2,902.95237,1,2,1
2006,ES,50,ES42,1, ,-2,949.71423,1,2,1
2006,ES,52,ES42,1, ,-2,1053.38228,1,2,1
2006,ES,53,ES42,1, ,-2,996.67933,1,2,1
2006,ES,54,ES42,1, ,-2,2813.20326,1,2,1
2006,ES,55,ES42,1, ,-2,1001.78340,1,3,1
2006,ES,56,ES42,1, ,-2,1370.68910,1,3,1
2006,ES,57,ES42,1, ,-2,2192.91393,1,3,1
2006,ES,58,ES42,1, ,-2,444.94277,1,3,1
2006,ES,59,ES42,1, ,-2,1544.71444,1,3,1
2006,ES,60,ES42,1, ,-2,1341.01154,1,3,1
2006,ES,61,ES42,1, ,-2,1001.78340,1,3,1
2006,ES,62,ES42,1, ,-2,1010.29064,1,3,1
2006,ES,66,ES42,1, ,-2,890.29240,1,3,1
2006,ES,68,ES42,1, ,-2,468.14173,1,3,1
2006,ES,69,ES42,1, ,-2,783.65273,1,3,1
2006,ES,70,ES42,1, ,-2,1341.01154,1,3,1
2006,ES,71,ES42,1, ,-2,845.20383,1,3,1
2006,ES,72,ES42,1, ,-2,756.15309,1,3,1
2006,ES,73,ES42,1, ,-2,1490.95191,1,3,1
2006,ES,74,ES42,1, ,-2,1311.71264,1,3,1
2006,ES,75,ES42,1, ,-2,921.18098,1,3,1
2006,ES,76,ES42,1, ,-2,397.75002,1,3,1
2006,ES,78,ES42,1, ,-2,1311.71264,1,3,1
2006,ES,79,ES42,1, ,-2,4699.70131,1,3,1
2006,ES,81,ES42,1, ,-2,2416.61902,1,3,1
2006,ES,82,ES42,1, ,-2,666.72913,1,3,1
2006,ES,83,ES42,1, ,-2,1113.27945,1,3,1
2006,ES,85,ES42,1, ,-2,1059.17108,1,3,1
2006,ES,86,ES42,1, ,-2,1981.66984,1,3,1
2006,ES,88,ES42,1, ,-2,740.67175,1,3,1
2006,ES,91,ES42,1, ,-2,540.32046,1,3,1
2006,ES,93,ES52,1, ,-2,946.12979,1,2,1
2006,ES,94,ES52,1, ,-2,491.23870,1,2,1
2006,ES,95,ES52,1, ,-2,1608.54348,1,2,1
2006,ES,96,ES52,1, ,-2,2258.40761,1,2,1
2006,ES,97,ES52,1, ,-2,947.32835,1,2,1
2006,ES,98,ES52,1, ,-2,779.75812,1,2,1
2006,ES,99,ES52,1, ,-2,2092.01795,1,2,1
2006,ES,100,ES52,1, ,-2,1438.03794,1,2,1
2006,ES,101,ES52,1, ,-2,2524.89246,1,2,1
2006,ES,102,ES52,1, ,-2,1968.33354,1,2,1
2006,ES,103,ES52,1, ,-2,1699.23381,1,1,1
2006,ES,104,ES52,1, ,-2,1615.25327,1,1,1
2006,ES,105,ES52,1, ,-2,880.44561,1,1,1
2006,ES,106,ES52,1, ,-2,840.21940,1,1,1
2006,ES,108,ES52,1, ,-2,1453.63693,1,1,1
2006,ES,110,ES52,1, ,-2,1378.00159,1,1,1
2006,ES,111,ES52,1, ,-2,1626.71291,1,1,1
2006,ES,112,ES52,1, ,-2,1393.11782,1,1,1
2006,ES,113,ES52,1, ,-2,1771.64293,1,1,1
2006,ES,118,ES52,1, ,-2,2670.62938,1,1,1
2006,ES,119,ES52,1, ,-2,1791.93860,1,1,1
2006,ES,121,ES52,1, ,-2,1784.71919,1,1,1
2006,ES,122,ES52,1, ,-2,2696.82708,1,1,1
2006,ES,123,ES52,1, ,-2,2040.26385,1,1,1
2006,ES,124,ES52,1, ,-2,1206.08902,1,1,1
2006,ES,125,ES52,1, ,-2,1467.59031,1,1,1
2006,ES,126,ES52,1, ,-2,1240.32517,1,1,1
